s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,repeat,sample,rule,threads_per_rule,pipeline,filepath
1226.1649,0:20:26,27454.88,39138.76,27446.94,27447.15,69.49,7316.51,1256.77,1,NIST7035_NIST,gatk_MarkDuplicates,04,human_genomics_pipeline,./resource_bench_04_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1119.988,0:18:39,30773.83,39138.76,30765.82,30766.03,0.0,7912.73,1180.11,2,NIST7035_NIST,gatk_MarkDuplicates,04,human_genomics_pipeline,./resource_bench_04_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1271.5875,0:21:11,27501.56,39138.76,27493.76,27493.96,0.0,7862.77,1235.33,3,NIST7035_NIST,gatk_MarkDuplicates,04,human_genomics_pipeline,./resource_bench_04_thread/single/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
292.9676,0:04:52,730.4,4218.16,720.05,720.34,0.0,0.66,98.29,1,NIST7035_NIST,fastqc,04,human_genomics_pipeline,./resource_bench_04_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
298.9804,0:04:58,734.81,4218.16,724.29,724.57,0.0,0.27,96.39,2,NIST7035_NIST,fastqc,04,human_genomics_pipeline,./resource_bench_04_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
304.1255,0:05:04,734.54,4088.08,724.19,724.42,0.0,0.72,94.55,3,NIST7035_NIST,fastqc,04,human_genomics_pipeline,./resource_bench_04_thread/single/human_genomics_pipeline/workflow/benchmarks/fastqc
353.6084,0:05:53,8804.18,30714.85,8796.37,8797.25,0.0,34.84,111.28,1,NIST7035_NIST,gatk4_VariantRecalibrator_snp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
366.2391,0:06:06,8653.8,30234.59,8648.27,8648.68,0.0,0.96,106.85,2,NIST7035_NIST,gatk4_VariantRecalibrator_snp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
348.7199,0:05:48,8636.14,30234.59,8630.72,8631.17,0.0,0.95,104.76,3,NIST7035_NIST,gatk4_VariantRecalibrator_snp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk4_VariantRecalibrator_snp
1459.8494,0:24:19,2621.23,2742.21,2399.12,2475.43,670.8,76.49,6.6,1,NIST7035_NIST,vep,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
1463.6635,0:24:23,2644.64,2764.67,2423.94,2500.39,0.0,76.68,7.29,2,NIST7035_NIST,vep,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
1454.5692,0:24:14,2438.53,2557.73,2196.07,2273.55,0.0,76.56,6.69,3,NIST7035_NIST,vep,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/vep
13.6199,0:00:13,1774.73,36600.97,1769.39,1769.82,0.0,113.91,359.43,1,NIST7035_NIST,gatk_VQSR_indel,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
15.2306,0:00:15,1769.2,36600.97,1765.75,1766.21,0.0,115.71,302.3,2,NIST7035_NIST,gatk_VQSR_indel,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
16.2232,0:00:16,1870.89,36600.97,1864.26,1864.7,0.0,116.8,316.94,3,NIST7035_NIST,gatk_VQSR_indel,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_indel
3512.8033,0:58:32,9910.5,22997.94,9903.45,9903.87,0.0,138.38,113.76,1,NIST7035_NIST,SnpSift_dbnsfp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3850.8325,1:04:10,11312.0,22542.91,11305.69,11306.26,0.0,139.2,115.51,2,NIST7035_NIST,SnpSift_dbnsfp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
3403.4336,0:56:43,10805.98,22737.92,10799.07,10799.63,0.0,138.88,114.58,3,NIST7035_NIST,SnpSift_dbnsfp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
189.4315,0:03:09,8533.36,30234.59,8526.59,8527.04,0.0,0.79,103.7,1,NIST7035_NIST,gatk_VariantRecalibrator_indel,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VariantRecalibrator_indel
192.3939,0:03:12,8540.18,30234.59,8533.3,8533.73,0.0,0.82,102.38,2,NIST7035_NIST,gatk_VariantRecalibrator_indel,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VariantRecalibrator_indel
192.3779,0:03:12,8530.83,30234.59,8524.37,8524.82,0.0,0.82,102.86,3,NIST7035_NIST,gatk_VariantRecalibrator_indel,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VariantRecalibrator_indel
15.7353,0:00:15,2124.34,36600.97,2120.28,2120.71,0.0,129.88,292.43,1,NIST7035_NIST,gatk_VQSR_snp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_snp
19.4683,0:00:19,2124.3,36600.97,2117.42,2117.89,0.0,124.01,246.28,2,NIST7035_NIST,gatk_VQSR_snp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_snp
18.3089,0:00:18,2139.38,36600.97,2132.32,2132.77,0.0,130.98,277.82,3,NIST7035_NIST,gatk_VQSR_snp,01,vcf_annotation_pipeline,./resource_bench_01_thread/cohort/vcf_annotation_pipeline/workflow/benchmarks/gatk_VQSR_snp
2040.0878,0:34:00,5237.13,36605.68,5230.56,5230.81,1.49,2.81,113.24,1,dummy2_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2018.8295,0:33:38,5167.54,36605.68,5160.39,5160.65,0.0,2.74,113.04,2,dummy2_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2082.1264,0:34:42,4824.08,36605.68,4816.66,4816.91,0.0,2.84,112.36,3,dummy2_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2512.0824,0:41:52,6624.93,36605.68,6617.78,6618.04,1666.58,2.95,107.21,1,dummy1_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2562.5964,0:42:42,5642.38,36605.68,5635.28,5635.52,0.0,3.0,106.54,2,dummy1_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2232.1219,0:37:12,4632.31,36605.68,4625.34,4625.61,0.0,2.74,110.07,3,dummy1_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2068.7959,0:34:28,5222.11,36605.68,5214.61,5215.04,329.93,2.25,111.01,1,NIST7035_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2059.5928,0:34:19,4786.38,36605.68,4779.67,4780.11,0.0,2.24,110.09,2,NIST7035_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
2043.5279,0:34:03,6502.48,36605.68,6495.61,6495.97,0.0,2.23,111.47,3,NIST7035_NIST,gatk_BaseRecalibrator,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator
17413.2106,4:50:13,27026.13,44732.34,27016.11,27016.38,3688.95,17681.56,188.05,1,dummy2_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
20493.6437,5:41:33,27803.95,44732.34,27793.55,27793.9,0.86,17892.76,166.1,2,dummy2_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
20171.168,5:36:11,26254.42,44732.34,26244.36,26244.65,0.02,17919.39,171.02,3,dummy2_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
20263.0945,5:37:43,29394.52,44732.34,29384.35,29384.68,71.83,17759.45,178.89,1,dummy1_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
20847.4241,5:47:27,28516.16,44732.34,28506.02,28506.32,14155.29,18034.73,188.39,2,dummy1_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
18636.8221,5:10:36,27736.14,44732.34,27725.99,27726.36,10989.11,18033.8,180.48,3,dummy1_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
15063.8026,4:11:03,26631.06,44732.34,26620.84,26621.26,5306.33,17439.75,205.91,1,NIST7035_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
15679.33,4:21:19,26720.76,44732.34,26710.49,26710.89,3989.79,17254.91,209.4,2,NIST7035_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
14937.2222,4:08:57,25914.45,44732.34,25904.34,25904.72,4029.75,18041.32,222.69,3,NIST7035_NIST,bwa_mem,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/bwa_mem
1260.7024,0:21:00,1792.66,36722.35,1772.68,1777.6,5.92,8692.81,185.97,1,dummy2_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1275.081,0:21:15,1770.98,36722.35,1750.45,1755.31,0.0,8602.91,183.37,2,dummy2_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1276.4267,0:21:16,1733.43,36722.35,1712.78,1717.77,0.0,8588.34,182.52,3,dummy2_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1303.2215,0:21:43,1932.8,36722.35,1912.24,1917.06,6.56,8613.15,180.95,1,dummy1_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1298.0845,0:21:38,1802.17,36722.35,1781.43,1786.33,0.0,8654.5,182.61,2,dummy1_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1300.6119,0:21:40,1794.86,36722.35,1776.15,1780.94,0.0,8647.14,182.15,3,dummy1_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1378.5761,0:22:58,2275.36,36722.35,2253.21,2258.39,6.43,8725.77,179.5,1,NIST7035_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1364.4042,0:22:44,2236.92,36722.35,2217.22,2222.32,0.0,8624.69,179.6,2,NIST7035_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
1393.4999,0:23:13,2086.35,36722.35,2065.29,2070.36,0.0,8634.68,178.14,3,NIST7035_NIST,gatk_ApplyBQSR,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR
941.7994,0:15:41,4515.64,36603.61,4511.2,4511.52,5253.33,3804.45,107.69,1,NIST7035_NIST,gatk_CombineGVCFs,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_CombineGVCFs
900.7153,0:15:00,5663.3,36603.61,5657.1,5657.41,0.0,3860.14,115.13,2,NIST7035_NIST,gatk_CombineGVCFs,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_CombineGVCFs
959.6134,0:15:59,5327.78,36603.61,5323.46,5323.79,0.0,3860.02,114.86,3,NIST7035_NIST,gatk_CombineGVCFs,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_CombineGVCFs
17917.5242,4:58:37,12221.19,36686.62,12212.92,12213.18,3827.15,2713.9,108.92,1,dummy2_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
18540.5276,5:09:00,12239.95,36650.62,12231.5,12231.81,5.96,2716.29,108.65,2,dummy2_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
17539.0268,4:52:19,12151.46,36686.62,12144.52,12144.84,0.77,2713.36,107.62,3,dummy2_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
17273.0058,4:47:53,12402.67,36686.62,12394.38,12394.67,2.4,2713.32,110.32,1,dummy1_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
19805.7914,5:30:05,12250.13,36686.62,12241.66,12242.02,879.55,2717.77,107.18,2,dummy1_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
21198.2963,5:53:18,12292.46,36686.62,12284.32,12284.58,6166.11,2713.82,105.93,3,dummy1_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
14438.7129,4:00:38,12249.86,36686.62,12241.72,12241.94,2.03,2712.02,110.74,1,NIST7035_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
16362.1026,4:32:42,12325.02,36665.11,12317.14,12317.49,0.84,2714.56,110.14,2,NIST7035_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
18502.435,5:08:22,12331.33,36650.62,12322.91,12323.3,0.0,2710.69,107.08,3,NIST7035_NIST,gatk_HaplotypeCaller_cohort,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_cohort
563.5624,0:09:23,5617.96,36603.61,5613.38,5613.69,0.18,111.23,118.7,1,NIST7035_NIST,gatk_GenotypeGVCFs,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_GenotypeGVCFs
546.275,0:09:06,7240.56,36603.61,7235.45,7235.75,0.0,106.71,115.19,2,NIST7035_NIST,gatk_GenotypeGVCFs,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_GenotypeGVCFs
562.302,0:09:22,6546.77,36603.61,6542.45,6542.76,0.0,112.21,121.35,3,NIST7035_NIST,gatk_GenotypeGVCFs,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_GenotypeGVCFs
3329.5186,0:55:29,33.78,111.75,22.55,22.89,0.24,12356.51,187.61,1,dummy2_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3218.061,0:53:38,33.63,111.75,22.51,22.81,1.7,12311.74,189.94,2,dummy2_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3062.1186,0:51:02,33.68,111.75,22.5,22.86,0.0,12335.4,195.15,3,dummy2_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3174.4827,0:52:54,33.67,111.75,22.47,22.83,7483.45,12380.07,195.68,1,dummy1_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3137.4354,0:52:17,33.59,111.75,22.29,22.71,6.55,12240.9,195.55,2,dummy1_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3166.63,0:52:46,33.72,111.75,22.36,22.78,6735.4,12257.7,192.49,3,dummy1_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3748.4195,1:02:28,33.7,111.75,22.46,22.82,7482.75,12362.98,166.92,1,NIST7035_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
3052.3821,0:50:52,33.7,111.75,22.45,22.87,0.0,12401.24,193.63,2,NIST7035_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
2878.4737,0:47:58,33.84,111.75,22.44,22.88,0.0,12361.49,202.22,3,NIST7035_NIST,trim_galore_pe,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe
1100.7701,0:18:20,31032.68,39138.76,31024.85,31025.12,68.74,7375.66,1271.3,1,dummy2_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1123.328,0:18:43,30884.36,39138.76,30876.56,30876.82,0.0,7759.14,1293.79,2,dummy2_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1122.2891,0:18:42,30691.9,39138.76,30683.9,30684.17,0.0,7821.21,1293.67,3,dummy2_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1112.6593,0:18:32,30877.25,39138.76,30869.6,30869.86,69.45,7978.09,1200.54,1,dummy1_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1152.6583,0:19:12,30758.71,39138.76,30750.91,30751.18,0.0,7841.9,1088.07,2,dummy1_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1084.4364,0:18:04,30779.15,39138.76,30772.69,30772.94,0.0,8016.93,1124.48,3,dummy1_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1195.9781,0:19:55,27535.51,39138.76,27527.72,27528.08,20.88,7273.41,1425.49,1,NIST7035_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1205.1755,0:20:05,30588.39,39138.76,30580.64,30581.07,0.01,8022.33,1226.35,2,NIST7035_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
1277.2692,0:21:17,27609.34,39138.76,27601.85,27602.3,0.0,7737.16,1343.89,3,NIST7035_NIST,gatk_MarkDuplicates,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates
393.9825,0:06:33,276.44,3440.04,266.21,266.57,3611.16,0.23,89.84,1,dummy2_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
357.9014,0:05:57,276.7,3310.04,266.66,267.02,0.0,0.21,96.68,2,dummy2_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
359.8902,0:05:59,275.53,3439.98,265.35,265.72,0.0,0.22,96.21,3,dummy2_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
409.9353,0:06:49,277.04,3375.04,266.94,267.29,3691.23,0.24,94.15,1,dummy1_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
369.8738,0:06:09,277.6,3440.04,267.48,267.83,0.0,0.22,93.64,2,dummy1_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
364.9642,0:06:04,277.15,3440.04,266.97,267.31,0.0,0.22,94.86,3,dummy1_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
361.9211,0:06:01,279.74,3309.97,269.54,269.86,3530.61,0.22,90.94,1,NIST7035_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
263.8377,0:04:23,279.93,3375.04,269.96,270.28,0.0,0.19,97.92,2,NIST7035_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
301.8376,0:05:01,279.0,3309.97,268.68,269.0,0.0,0.19,95.48,3,NIST7035_NIST,fastqc,01,human_genomics_pipeline,./resource_bench_01_thread/cohort/human_genomics_pipeline/workflow/benchmarks/fastqc
1845.5988,0:30:45,2686.94,2810.89,2449.0,2525.08,9825.03,70.56,5.03,1,NIST7035_NIST,vep,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
1805.9632,0:30:05,2563.07,2684.57,2325.41,2401.41,0.0,70.65,5.32,2,NIST7035_NIST,vep,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
1793.9935,0:29:53,2705.47,2826.58,2462.66,2540.15,0.0,70.65,6.05,3,NIST7035_NIST,vep,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/vep
3013.0954,0:50:13,58.09,84.32,52.89,53.18,13.86,662.43,98.98,1,NIST7035_NIST,genmod_annotate_CADD,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2741.2127,0:45:41,58.32,84.32,52.91,53.18,0.0,662.6,99.03,2,NIST7035_NIST,genmod_annotate_CADD,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
2742.8887,0:45:42,58.28,84.32,52.95,53.27,0.0,662.38,98.95,3,NIST7035_NIST,genmod_annotate_CADD,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD
13.1335,0:00:13,9.98,62.59,5.33,5.63,5.71,71.01,85.5,1,NIST7035_NIST,bcftools_view_multiallelicsites,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
12.2702,0:00:12,10.02,62.59,5.43,5.73,0.0,71.01,86.8,2,NIST7035_NIST,bcftools_view_multiallelicsites,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
11.7958,0:00:11,9.94,62.59,5.34,5.65,0.0,71.01,90.11,3,NIST7035_NIST,bcftools_view_multiallelicsites,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites
68.5176,0:01:08,2061.83,22217.89,2056.03,2056.47,21.79,422.88,103.64,1,NIST7035_NIST,SnpSift_annotate_dbSNP,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
77.5769,0:01:17,2001.94,22087.88,1995.02,1995.46,0.0,379.93,90.75,2,NIST7035_NIST,SnpSift_annotate_dbSNP,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
74.1115,0:01:14,2024.13,22152.89,2018.02,2018.46,0.0,375.98,96.77,3,NIST7035_NIST,SnpSift_annotate_dbSNP,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP
5157.6757,1:25:57,12901.17,22997.94,12894.26,12894.73,22482.22,100.43,108.5,1,NIST7035_NIST,SnpSift_dbnsfp,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
5395.1967,1:29:55,10162.21,22997.94,10155.21,10155.68,0.0,100.55,108.72,2,NIST7035_NIST,SnpSift_dbnsfp,01,vcf_annotation_pipeline,./resource_bench_01_thread/single/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp
