s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,repeat,sample,rule,threads_per_rule,no_samples,resource_type,run_type,data_type,pipeline,filepath_benchmarking_file,filepath_log_file,node
3587.0646,0:59:47,8903.71,24890.62,8901.14,8901.19,95.77,57.04,115.48,1,dummy01,SnpSift_dbnsfp,2,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_dbnsfp,
2763.6288,0:46:03,7292.28,24890.55,7289.76,7289.83,0.02,56.12,118.93,2,dummy01,SnpSift_dbnsfp,2,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_dbnsfp,
3174.8018,0:52:54,10112.19,24955.56,10109.64,10109.71,0.17,57.45,115.06,3,dummy01,SnpSift_dbnsfp,2,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_dbnsfp,
11035.3915,3:03:55,23.14,322.75,22.89,22.96,0.0,0.0,0.0,1,dummy01,gatk_CNNScoreVariants,2,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/logs/gatk_CNNScoreVariants,kscprod-bio2 
10750.1778,2:59:10,12.39,47.77,12.26,12.3,0.0,0.0,0.0,2,dummy01,gatk_CNNScoreVariants,2,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/logs/gatk_CNNScoreVariants,kscprod-bio2 
10173.7275,2:49:33,25.58,324.12,25.28,25.32,0.0,0.0,0.0,3,dummy01,gatk_CNNScoreVariants,2,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/benchmarks/gatk_CNNScoreVariants,./exome/cpu_run/01_sample/single_run/02_threads/vcf_annotation_pipeline/workflow/logs/gatk_CNNScoreVariants,kscprod-bio2 
8517.1267,2:21:57,12001.75,38777.81,11999.31,11999.37,4962.05,45.98,962.66,1,dummy01,gatk_HaplotypeCaller_single,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_HaplotypeCaller_single,kscprod-bio5 
4373.1664,1:12:53,11972.82,38735.8,11969.46,11969.52,217.28,42.79,1771.58,2,dummy01,gatk_HaplotypeCaller_single,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_HaplotypeCaller_single,kscprod-bio5 
4679.6311,1:17:59,12123.74,38763.81,12120.29,12120.36,0.94,42.83,1696.07,3,dummy01,gatk_HaplotypeCaller_single,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_HaplotypeCaller_single,kscprod-bio5 
952.5455,0:15:52,24813.91,50845.95,24810.93,24811.02,2686.45,7306.46,2258.84,1,dummy01,bwa_mem,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/bwa_mem,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/bwa_mem,kscprod-bio5 
968.2369,0:16:08,24472.39,50845.95,24468.25,24468.35,0.0,6680.94,2292.63,2,dummy01,bwa_mem,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/bwa_mem,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/bwa_mem,kscprod-bio5 
978.6666,0:16:18,24362.26,50845.95,24358.14,24358.23,0.0,7388.03,2270.08,3,dummy01,bwa_mem,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/bwa_mem,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/bwa_mem,kscprod-bio5 
164.6471,0:02:44,5624.79,14767.38,5353.34,5361.12,2859.77,4102.75,1337.65,1,dummy01,trim_galore_pe,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe,,
159.3993,0:02:39,6167.13,15310.09,5896.89,5904.62,0.0,4323.48,1416.08,2,dummy01,trim_galore_pe,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe,,
156.5698,0:02:36,6046.12,15188.88,5775.11,5782.88,0.0,4410.73,1457.3,3,dummy01,trim_galore_pe,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe,,
686.3726,0:11:26,26519.79,43082.17,26521.2,26521.25,3476.86,2837.05,2388.57,1,dummy01,gatk_MarkDuplicates,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
2754.6874,0:45:54,26613.39,43082.17,26610.34,26610.38,0.0,3255.29,469.5,2,dummy01,gatk_MarkDuplicates,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
749.1379,0:12:29,26588.52,43082.17,26585.36,26585.4,0.01,2833.77,2019.89,3,dummy01,gatk_MarkDuplicates,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
580.5892,0:09:40,2062.6,38783.57,2054.5,2057.48,8.18,4700.5,167.27,1,dummy01,gatk_ApplyBQSR,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
562.9756,0:09:22,2141.47,38783.57,2131.4,2134.37,0.0,4896.36,174.72,2,dummy01,gatk_ApplyBQSR,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
576.4729,0:09:36,2244.48,38783.57,2237.76,2240.73,0.0,4764.33,166.93,3,dummy01,gatk_ApplyBQSR,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
152.9211,0:02:32,4601.3,11803.51,4597.25,4597.34,57.78,0.13,86.01,1,dummy01,fastqc,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/fastqc,
143.6585,0:02:23,4979.91,11803.51,4975.73,4975.81,0.0,0.11,95.95,2,dummy01,fastqc,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/fastqc,
146.4608,0:02:26,4984.67,11868.51,4980.45,4980.53,0.0,0.11,94.21,3,dummy01,fastqc,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/fastqc,
1144.7239,0:19:04,6725.01,38469.09,6727.76,6727.8,3351.06,1.79,110.52,1,dummy01,gatk_BaseRecalibrator,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
1063.9919,0:17:43,3513.52,38469.09,3513.64,3513.69,0.0,1.7,112.73,2,dummy01,gatk_BaseRecalibrator,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
1074.4426,0:17:54,4799.55,38469.09,4800.97,4801.01,0.0,1.81,116.97,3,dummy01,gatk_BaseRecalibrator,32,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/01_sample/single_run/32_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
4719.0494,1:18:39,12011.15,38553.7,12007.71,12007.77,4918.66,43.21,258.36,1,dummy01,gatk_HaplotypeCaller_single,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_HaplotypeCaller_single,kscprod-bio5 
4985.666,1:23:05,12161.28,38539.7,12157.93,12157.98,0.0,43.23,252.54,2,dummy01,gatk_HaplotypeCaller_single,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_HaplotypeCaller_single,kscprod-bio5 
4106.7953,1:08:26,12005.01,38575.7,12001.59,12001.64,0.0,42.59,271.37,3,dummy01,gatk_HaplotypeCaller_single,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_HaplotypeCaller_single,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_HaplotypeCaller_single,kscprod-bio5 
2780.0029,0:46:20,25755.89,48829.84,25751.95,25752.03,2686.45,7323.15,724.33,1,dummy01,bwa_mem,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/bwa_mem,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/bwa_mem,kscprod-bio5 
2463.266,0:41:03,23714.23,48829.84,23710.11,23710.2,0.0,7425.69,822.98,2,dummy01,bwa_mem,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/bwa_mem,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/bwa_mem,kscprod-bio5 
2403.0133,0:40:03,24747.77,48829.84,24743.56,24743.65,0.0,7302.13,914.97,3,dummy01,bwa_mem,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/bwa_mem,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/bwa_mem,kscprod-bio5 
714.9003,0:11:54,2643.99,4334.41,2592.05,2600.02,1960.19,5096.58,605.38,1,dummy01,trim_galore_pe,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe,,
707.6923,0:11:47,2566.79,4256.75,2514.34,2522.35,0.0,4854.49,586.57,2,dummy01,trim_galore_pe,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe,,
702.0939,0:11:42,2589.91,4280.14,2537.88,2545.87,0.0,4910.45,592.89,3,dummy01,trim_galore_pe,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/trim_galore_pe,,
645.2959,0:10:45,26617.05,43082.17,26613.91,26613.96,3477.6,3045.41,2453.39,1,dummy01,gatk_MarkDuplicates,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
573.4058,0:09:33,26590.59,43082.17,26588.59,26588.64,0.0,3246.71,2448.55,2,dummy01,gatk_MarkDuplicates,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
651.5854,0:10:51,26504.41,43082.17,26501.33,26501.38,0.0,2919.06,2463.57,3,dummy01,gatk_MarkDuplicates,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_MarkDuplicates,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_MarkDuplicates,kscprod-bio5 
512.0863,0:08:32,1872.79,38783.57,1867.13,1870.12,8.18,4784.11,167.03,1,dummy01,gatk_ApplyBQSR,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
513.005,0:08:33,1937.4,38783.57,1929.03,1932.02,0.0,4769.39,166.59,2,dummy01,gatk_ApplyBQSR,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
516.5375,0:08:36,2043.04,38783.57,2033.5,2036.49,0.0,4731.52,166.37,3,dummy01,gatk_ApplyBQSR,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_ApplyBQSR,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_ApplyBQSR,kscprod-bio5 
225.0143,0:03:45,739.47,4411.62,735.28,735.35,798.41,0.14,83.95,1,dummy01,fastqc,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
225.7461,0:03:45,740.02,4478.64,735.75,735.83,0.0,0.16,84.46,2,dummy01,fastqc,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
229.7763,0:03:49,754.02,4612.3,750.57,750.66,0.0,0.3,95.36,3,dummy01,fastqc,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/fastqc,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/fastqc,
877.0788,0:14:37,4969.59,38469.09,4969.67,4969.72,3309.81,1.47,112.93,1,dummy01,gatk_BaseRecalibrator,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
863.7507,0:14:23,4597.48,38469.09,4597.12,4597.18,0.0,1.5,115.04,2,dummy01,gatk_BaseRecalibrator,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
861.1158,0:14:21,5564.5,38469.09,5564.96,5565.01,0.0,1.49,116.63,3,dummy01,gatk_BaseRecalibrator,4,1,cpu_run,single_run,exome,human_genomics_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/benchmarks/gatk_BaseRecalibrator,./exome/cpu_run/01_sample/single_run/04_threads/human_genomics_pipeline/workflow/logs/gatk_BaseRecalibrator,kscprod-bio5 
26.7576,0:00:26,20.43,247.51,18.16,18.2,30.0,218.97,57.89,1,dummy01,genmod_score,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/genmod_score,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/genmod_score,
26.075,0:00:26,20.43,247.51,18.15,18.2,0.0,224.42,59.67,2,dummy01,genmod_score,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/genmod_score,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/genmod_score,
25.8953,0:00:25,20.43,247.51,18.15,18.2,0.0,228.87,60.13,3,dummy01,genmod_score,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/genmod_score,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/genmod_score,
1645.9937,0:27:25,55.52,283.46,53.23,53.27,49011.17,389.35,89.64,1,dummy01,genmod_annotate_CADD,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/genmod_annotate_CADD,
1077.4685,0:17:57,55.52,283.46,53.23,53.27,0.0,387.46,99.01,2,dummy01,genmod_annotate_CADD,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/genmod_annotate_CADD,
1076.3717,0:17:56,55.52,283.46,53.23,53.28,0.0,387.46,99.11,3,dummy01,genmod_annotate_CADD,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/genmod_annotate_CADD,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/genmod_annotate_CADD,
557.0162,0:09:17,2754.81,3796.18,2392.21,2451.6,10935.8,43.5,10.37,1,dummy01,vep,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/vep,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/vep,
488.7972,0:08:08,2781.98,4095.54,2351.46,2415.65,0.0,43.5,15.34,2,dummy01,vep,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/vep,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/vep,
497.7214,0:08:17,3033.3,4079.94,2657.2,2719.56,0.0,42.5,14.13,3,dummy01,vep,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/vep,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/vep,
8.1444,0:00:08,6.37,161.27,4.3,4.35,437.98,46.07,92.58,1,dummy01,bcftools_view_multiallelicsites,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/bcftools_view_multiallelicsites,
7.1963,0:00:07,6.3,161.27,4.3,4.34,0.0,45.5,89.92,2,dummy01,bcftools_view_multiallelicsites,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/bcftools_view_multiallelicsites,
7.2071,0:00:07,6.3,161.27,4.3,4.35,0.0,45.5,89.47,3,dummy01,bcftools_view_multiallelicsites,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/bcftools_view_multiallelicsites,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/bcftools_view_multiallelicsites,
53.8276,0:00:53,1628.25,23915.43,1625.49,1625.56,748.29,335.1,108.26,1,dummy01,SnpSift_annotate_dbSNP,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_annotate_dbSNP,
40.9345,0:00:40,1598.52,23987.61,1600.04,1600.11,0.0,71.59,83.22,2,dummy01,SnpSift_annotate_dbSNP,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_annotate_dbSNP,
37.3618,0:00:37,1583.82,23915.43,1584.98,1585.04,0.0,103.98,86.86,3,dummy01,SnpSift_annotate_dbSNP,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_annotate_dbSNP,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_annotate_dbSNP,
21.2599,0:00:21,18.78,250.25,18.33,18.38,0.09,0.0,0.0,1,dummy01,gatk_FilterVariantTranches,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/gatk_FilterVariantTranches,kscprod-bio2 
19.065,0:00:19,21.73,322.75,21.35,21.39,0.0,0.0,0.0,2,dummy01,gatk_FilterVariantTranches,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/gatk_FilterVariantTranches,kscprod-bio2 
18.5926,0:00:18,20.78,250.5,20.53,20.58,0.0,0.0,0.0,3,dummy01,gatk_FilterVariantTranches,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/gatk_FilterVariantTranches,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/gatk_FilterVariantTranches,kscprod-bio2 
3047.5735,0:50:47,8382.17,24890.62,8379.66,8379.72,99.04,54.11,115.95,1,dummy01,SnpSift_dbnsfp,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_dbnsfp,
3153.2369,0:52:33,7973.55,24825.55,7971.02,7971.08,0.02,53.7,119.0,2,dummy01,SnpSift_dbnsfp,4,1,cpu_run,single_run,exome,vcf_annotation_pipeline,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/benchmarks/SnpSift_dbnsfp,./exome/cpu_run/01_sample/single_run/04_threads/vcf_annotation_pipeline/workflow/logs/SnpSift_dbnsfp,
